code,name,county,city,full_address,long,lat,district,name_y,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
110306,Reynolds Middle,Buncombe,Asheville,"2 Rocket Drive, Asheville, NC 28803",-82.476291,35.546776,Buncombe County Schools,Reynolds Middle,59.2,C,60.8,2
840344,Richfield Elementary,Stanly,Richfield,"120 Morgan Street, Richfield, NC 28137",-80.255735,35.468403,Stanly County Schools,Richfield Elementary,44.6,C,60.7,2
920543,Richland Creek Elementary,Wake,Wake Forest,"840 Wallridge Drive, Wake Forest, NC 27587",-78.5163003,36.0060449,Wake County Schools,Richland Creek Elementary,47.8,C,63.6,2
670339,Richlands Elementary,Onslow,Richlands,"110 E Foy Street, Richlands, NC 28574",-77.540591,34.8999809,Onslow County Schools,Richlands Elementary,53,C,50.4,3
670340,Richlands High,Onslow,Richlands,"8100 Richlands Hwy, Richlands, NC 28574",-77.5440289,34.8917066,Onslow County Schools,Richlands High,42.9,B,53.9,3
670337,Richlands Primary,Onslow,Richlands,"7444 Richlands Highway, Richlands, NC 28574",-77.5441184,34.8870773,Onslow County Schools,Heritage Elementary School,50.5,D,49,3
770351,Richmond 9th Grade Academy,Richmond,Hamlet,"804 County Home Rd, Hamlet, NC 28345",-79.6942892,34.918789,Richmond County Schools,Richmond 9th Grade Academy,72.5,C,47.4,3
770LEA,Richmond County Schools,Richmond,Hamlet,"118 Vance Street, Hamlet, NC 28345",-79.7022147,34.8870244,aanomatch,aanomatch,,,,
770349,Richmond Early College High,Richmond,Hamlet,"1042 W Hamlet Ave, Hamlet, NC 28345",-79.7101011,34.9032115,Richmond County Schools,Richmond Early College High,66.2,A,>95,1
770348,Richmond Senior High,Richmond,Rockingham,"838 US 1 North, Rockingham, NC 28379",-79.715888,34.9496275,Richmond County Schools,Richmond Senior High,68.7,C,47.8,3
600518,Ridge Road Middle,Mecklenburg,Charlotte,"7260 Highland Creek Pkwy, Charlotte, NC 28269",-80.762146,35.377548,Charlotte-Mecklenburg Schools,Ridge Road Middle,53.8,C,47.5,3
740379,Ridgewood Elementary,Pitt,Winterville,"3601 South Bend Dr, Winterville, NC 28590",-77.428278,35.563716,Pitt County Schools,Ridgewood Elementary,44.7,B,69.7,2
920302,River Bend Elementary,Wake,Raleigh,"6710 Perry Creek Road, Raleigh, NC 27616",-78.5363797,35.8649555,Wake County Schools,River Bend Elementary,60.4,C,47.4,3
180364,"River Bend Middle, Claremont",Catawba,Claremont,"4670 Oxford School Road, Claremont, NC 28610",-81.1164184,35.7531112,Catawba County Schools,River Bend Middle,57.8,C,54.7,3
920549,"River Bend Middle, Raleigh",Wake,Raleigh,"5601 Wallace Martin Way, Raleigh, NC 27616",-78.5314912,35.8619745,Wake County Schools,River Bend Middle,66.3,D,41.6,3
510377,River Dell Elementary,Johnston,Clayton,"12100 Buffalo Road, Clayton, NC 27527",-78.3512646,35.6672328,Johnston County Schools,River Dell Elementary,22.2,B,65.9,2
600590,River Gate Elementary,Mecklenburg,Charlotte,"15340 Smith Rd, Charlotte, NC 28273",-80.9771781,35.0873931,Charlotte-Mecklenburg Schools,River Gate Elementary,42.9,B,65.3,2
01B000,River Mill Academy,Alamance,Graham,"235 Cheeks Lane, Graham, NC 27253",-79.3944205,36.0439505,Charter Schools,River Mill Academy,11.6,B,71.3,2
600463,River Oaks Academy,Mecklenburg,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,River Oaks Academy,39,D,48.6,3
920438,River Oaks Middle,Wake,Raleigh,"4700 New Bern Ave, Raleigh, NC 27610",-78.5582157,35.7974454,aanomatch,aanomatch,,,,
700322,River Road Middle,Pasquotank,Elizabeth City,"1701 River Road, Elizabeth City, NC 27909",-76.1976634,36.2754945,Pasquotank County Schools,River Road Middle,67.2,C,46.6,3
440332,Riverbend Elementary,Haywood,Clyde,"71 Learning Lane, Clyde, NC 28721",-82.946446,35.584427,Haywood County Schools,Riverbend Elementary,41.7,A,88,1
60332,Riverside Elementary,Avery,Newland,"8020 US 19E Hwy South, Newland, NC 28657",-81.9663918,36.143764,Avery County Schools,Riverside Elementary,51.6,C,52.6,3
320365,"Riverside High, Durham",Durham,Durham,"3218 Rose of Sharon Road, Durham, NC 27712",-78.943225,36.065495,Durham Public Schools,Riverside High,54.2,C,51.1,3
580368,"Riverside High, Williamston",Martin,Williamston,"1260 Godwin Ave, Williamston, NC 27892",-77.0677912,35.8387841,Martin County Schools,Riverside High,42.8,C,35.8,4
580372,Riverside Middle,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892",-77.067263,35.81482,Martin County Schools,Riverside Middle,54.3,D,39,4
460332,Riverview Elementary,Hertford,Murfreesboro,"236 US 158 Business, Murfreesboro, NC 27855",-77.07536,36.4390069,Hertford County Schools,Riverview Elementary,66.3,D,48.6,3
510378,Riverwood Elementary,Johnston,Clayton,"108 Athletic Club Blvd, Clayton, NC 27527",-78.421791,35.69193,Johnston County Schools,Riverwood Elementary,20.3,B,71,2
510379,Riverwood Middle,Johnston,Clayton,"204 Athletic Club Blvd, Clayton, NC 27527",-78.4226821,35.6935319,Johnston County Schools,Riverwood Middle,27.2,B,62.5,2
421336,Roanoke Rapids Early College High,Halifax,Roanoke Rapids,"800 Hamilton Street, Roanoke Rapids, NC 27870",-77.6538362,36.4588878,Roanoke Rapids City Schools,Roanoke Rapids Early College High,51.4,C,59.2,3
421316,Roanoke Rapids High School,Halifax,Roanoke Rapids,"800 Hamilton Street, Roanoke Rapids, NC 27870",-77.6538362,36.4588878,Roanoke Rapids City Schools,Roanoke Rapids High School,52.8,C,43.1,3
422310,Roanoke Valley Early College,Halifax,Weldon,"100 College Dr, 600 Building, Weldon, NC 27890",-77.6176477,36.4281834,Weldon City Schools,Roanoke Valley Early College,30,B,61,2
970368,Roaring River Elementary,Wilkes,Roaring River,"283 White Plains Rd, Roaring River, NC 28669",-81.0033584,36.2079466,Wilkes County Schools,Roaring River Elementary School,35.1,C,61.7,2
630348,Robbins Elementary,Moore,Robbins,"268 Rushwood Rd, Robbins, NC 27325",-79.573284,35.419539,Moore County Schools,Robbins Elementary,83.6,D,30.7,4
380306,Robbinsville Elementary,Graham,Robbinsville,"54 Moose Branch Road, Robbinsville, NC 28771",-83.8092207,35.3274575,Graham County Schools,Robbinsville Elementary,68.4,C,53.9,3
380308,Robbinsville High,Graham,Robbinsville,"301 Sweetwater Road, Robbinsville, NC 28771",-83.7983581,35.3253459,Graham County Schools,Robbinsville High,52.5,C,54.9,3
380310,Robbinsville Middle,Graham,Robbinsville,"301B Sweetwater Road, Robbinsville, NC 28771",-83.7983581,35.3253459,Graham County Schools,Robbinsville Middle,63.9,C,49.6,3
110416,Roberson High,Buncombe,Asheville,"250 Overlook Road, Asheville, NC 28803",-82.5352348,35.487034,Buncombe County Schools,Roberson High,33.7,B,62.4,2
340382,Robert B Glenn High School,Forsyth,Kernersville,"1600 Union Cross Road, Kernersville, NC 27284",-80.113802,36.06778,Forsyth County Schools,Robert B Glenn High School,54.2,C,40.6,3
120370,Robert L. Patton High School,Burke,Morganton,"701 Enola Road, Morganton, NC 28655",-81.669386,35.701655,Burke County Schools,Robert L. Patton High School,42.1,B,70.1,2
780331,Robeson Co Career Ctr,Robeson,Lumberton,"1339 Hilly Branch Road, Lumberton, NC 28359",-79.1231884,34.5901301,aanomatch,aanomatch,,,,
780LEA,Robeson County Schools,Robeson,Pembroke,"201 East Livermore Drive, Pembroke, NC 28372",-79.158109,34.654194,aanomatch,aanomatch,,,,
360488,Robinson Elementary,Gaston,Gastonia,"3122 S Union Road, Gastonia, NC 28056",-81.162942,35.213131,Gaston County Schools,Robinson Elementary,49.2,C,59.3,3
540330,Rochelle Middle,Lenoir,Kinston,"301 N Rochelle Blvd, Kinston, NC 28501",-77.561315,35.2629181,Lenoir County Public Schools,Rochelle Middle,91.6,F,26.4,4
900351,Rock Rest Elementary,Union,Monroe,"814 Old Pageland-Monroe Rd, Monroe, NC 28112",-80.4869409,34.9571618,Union County Public Schools,Rock Rest Elementary,54.7,B,68.7,2
980364,Rock Ridge Elementary,Wilson,Wilson,"6605 Rock Ridge School Rd, Wilson, NC 27893",-78.068054,35.702098,Wilson County Schools,Rock Ridge Elementary,22.8,A,86.1,1
550356,Rock Springs Elementary,Lincoln,Denver,"3633 Hwy 16 N, Denver, NC 28037",-81.1899478,35.8728181,Lincoln County Schools,Rock Springs Elementary,16.1,A,83.7,1
260415,Rockfish Elementary,Cumberland,Hope Mills,"5763 Rockfish Road, Hope Mills, NC 28348",-78.9568111,34.9715905,Cumberland County Schools,Rockfish Elementary,53.7,B,69.2,2
470340,Rockfish Hoke Elementary,Hoke,Raeford,"6251 Rockfish Rd, Raeford, NC 28376",-79.086364,34.995119,Hoke County Schools,Rockfish Hoke Elementary,41.2,C,66.8,2
860344,Rockford Elementary,Surry,Dobson,"719 Rockford Rd, Dobson, NC 27017",-80.694087,36.370937,Surry County Schools,Rockford Elementary,72.2,C,63.2,2
790379,Rockingham Co Early College High,Rockingham,Wentworth,"NC Hwy 65, Wentworth, NC 27375",-79.960093,36.2556076,Rockingham County Schools,Rockingham Co Early College High,36.9,A,87.8,1
790378,Rockingham County High,Rockingham,Reidsville,"180 High School Rd, Reidsville, NC 27320",-79.7408638,36.386187,Rockingham County Schools,Rockingham County High,32.1,B,61.9,2
790380,Rockingham County Middle,Rockingham,Reidsville,"182 High School Road, Reidsville, NC 27320",-79.735185,36.385928,Rockingham County Schools,Rockingham County Middle,43.2,C,66.2,2
790LEA,Rockingham County Schools,Rockingham,Eden,"511 Harrington Hwy, Eden, NC 27288",-79.7472518,36.4699811,aanomatch,aanomatch,,,,
770360,Rockingham Middle,Richmond,Rockingham,"415 Wall Street, Rockingham, NC 28379",-79.763503,34.944984,Richmond County Schools,Rockingham Middle,70.2,C,57.1,3
800392,Rockwell Elementary,Rowan,Rockwell,"114 Link St, Rockwell, NC 28138",-80.415781,35.5561409,Rowan-Salisbury Schools,Rockwell Elementary,45.7,C,53.9,3
640361,Rocky Mount High,Nash,Rocky Mount,"1400 Bethlehem Road, Rocky Mount, NC 27803",-77.8357419,35.939355,Nash-Rocky Mount Schools,Rocky Mount High,46.2,D,31.1,4
640335,Rocky Mount Middle,Nash,Rocky Mount,"841 Nash Street, Rocky Mount, NC 27804",-77.807681,35.9418234,Nash-Rocky Mount Schools,Rocky Mount Middle,63.9,F,28.8,4
64A000,Rocky Mount Preparatory,Nash,Rocky Mount,"3334 Bishop Road, Rocky Mount, NC 27804",-77.7794804,36.0160718,Charter Schools,Rocky Mount Preparatory,76.9,D,33.5,4
710332,Rocky Point Elementary,Pender,Rocky Point,"255 Elementary School Road, Rocky Point, NC 28457",-77.877258,34.428693,Pender County Schools,Rocky Point Elementary,89.8,C,56.7,3
130329,"Rocky River Elementary, Concord",Cabarrus,Concord,"5454 Rocky River Road, Concord, NC 28025",-80.5980388,35.3422869,Cabarrus County Schools,Rocky River Elementary,65.2,D,44.4,3
900307,"Rocky River Elementary, Monroe",Union,Monroe,"500 N. Rocky River Road, Monroe, NC 28110",-80.6099778,34.9935544,Union County Public Schools,Rocky River Elementary,63.4,B,64.8,2
491318,"Rocky River Elementary, Mooresville",Iredell,Mooresville,"483 Rocky River Rd, Mooresville, NC 28115",-80.7825072,35.5494197,Mooresville City Schools,Rocky River Elementary,18.7,A,87.5,1
600457,Rocky River High,Mecklenburg,Mint Hill,"10505 Clear Creek Commerce Dr, Mint Hill, NC 28227",-80.6406798,35.214061,Charlotte-Mecklenburg Schools,Rocky River High,60.9,C,39.2,4
580356,Rodgers Elementary,Martin,Williamston,"2277 Rodgers School Rd, Williamston, NC 27892",-77.077079,35.781898,Martin County Schools,Rodgers Elementary,33.2,C,63.8,2
250362,Roger R Bell Elementary,Craven,Havelock,"804 Fontana Boulevard, Havelock, NC 28532",-76.8806536,34.8810332,Craven County Schools,Roger Bell New Tech Academy,58.2,C,44.2,3
920547,Rogers Lane Elementary,Wake,Raleigh,"201 North Rogers Lane, Raleigh, NC 27610",-78.5480089,35.777433,Wake County Schools,Rogers Lane Elementary,82.1,D,34.4,4
320370,Rogers-Herr Middle,Durham,Durham,"911 Cornwallis Road, Durham, NC 27707",-78.934848,35.972583,Durham Public Schools,Rogers-Herr Middle,46.2,B,64.2,2
650364,Roland-Grise Middle,New Hanover,Wilmington,"4412 Lake Ave, Wilmington, NC 28403",-77.8904359,34.205386,New Hanover County Schools,Roland-Grise Middle,37,B,70.5,2
93P000,Rolesville Charter Academy,Wake,Rolesville,aaUnknown,aaUnknown,aaUnknown,Charter Schools,Rolesville Charter Academy,22.5,C,64.7,2
920544,Rolesville Elementary,Wake,Rolesville,"307 S Main St, Rolesville, NC 27571",-78.4628505,35.9183901,Wake County Schools,Rolesville Elementary,32,C,61.2,2
920546,Rolesville High,Wake,Rolesville,"1099 East Young St, Rolesville, NC 27571",-78.4426446,35.906475,Wake County Schools,Rolesville High,39.6,C,54,3
920545,Rolesville Middle,Wake,Rolesville,"4700 Burlington Mills Road, Rolesville, NC 27571",-78.4792792,35.913683,Wake County Schools,Rolesville Middle,27.5,C,61.9,2
410462,Ronald E. McNair Elementary,Guilford,Browns Summit,"4603 Yanceyville Road, Browns Summit, NC 27214",-79.7735431,36.1605354,Guilford County Schools,Ronald E. McNair Elementary,64.4,D,41.8,3
340495,Ronald W Reagan High School,Forsyth,Pfafftown,"3750 Transou Road, Pfafftown, NC 27040",-80.364424,36.169053,Forsyth County Schools,Ronald W Reagan High School,22.1,A,76.3,2
970370,Ronda-Clingman Elementary,Wilkes,Ronda,"316 Ronda-Clingman School Rd, Ronda, NC 28670",-80.934479,36.205139,Wilkes County Schools,Ronda-Clingman Elementary School,26.5,B,65.7,2
920548,Root Elementary,Wake,Raleigh,"3202 Northampton Street, Raleigh, NC 27609",-78.6505866,35.8254843,Wake County Schools,Root Elementary,20.4,B,75.1,2
310384,Rose Hill-Magnolia Elementary,Duplin,Rose Hill,"1329 Brooks Quinn Road, Rose Hill, NC 28458",-78.024087,34.85104,Duplin County Schools,Rose Hill-Magnolia Elementary,78.9,D,40,3
820312,Roseboro Elementary,Sampson,Roseboro,"180 Butler Island Road, Roseboro, NC 28382",-78.5203599,34.9433132,Sampson County Schools,Roseboro Elementary,77,C,61.9,2
820372,Roseboro-Salemburg Middle,Sampson,Roseboro,"305 West Pleasant Street, Roseboro, NC 28382",-78.5142473,34.9491737,Sampson County Schools,Roseboro-Salemburg Middle,72.7,C,55,3
780394,Rosenwald Elementary,Robeson,Fairmont,"301 Martin L King Dr, Fairmont, NC 28340",-79.1195718,34.5033361,Robeson County Schools,Rosenwald Elementary,91.9,D,32.7,4
960370,Rosewood Elementary,Wayne,Goldsboro,"126 Charlie Braswell Road, Goldsboro, NC 27530",-78.0902067,35.4173967,Wayne County Public Schools,Rosewood Elementary,47.2,C,59.6,3
960372,Rosewood High,Wayne,Goldsboro,"900 Rosewood Road, Goldsboro, NC 27530",-78.0751134,35.4160614,Wayne County Public Schools,Rosewood High,48.9,C,50.7,3
960374,Rosewood Middle,Wayne,Goldsboro,"541 NC 581 South, Goldsboro, NC 27530",-78.0711466,35.4139077,Wayne County Public Schools,Rosewood Middle,53.4,C,51.5,3
880324,Rosman Elementary,Transylvania,Rosman,"167 Rosman School Rd, Rosman, NC 28772",-82.8270742,35.1436754,Transylvania County Schools,Rosman Elementary,63,C,60.5,2
880328,Rosman High,Transylvania,Rosman,"749 Pickens Hwy, Rosman, NC 28772",-82.820739,35.1433969,Transylvania County Schools,Rosman High,44.6,B,58.2,3
880330,Rosman Middle,Transylvania,Rosman,"2770 Old Rosman Hwy, Rosman, NC 28772",-82.8206508,35.143301,Transylvania County Schools,Rosman Middle,62.2,B,64.8,2
800394,Rowan Co Early College,Rowan,Salisbury,"1333 Jake Alexander Blvd S, Salisbury, NC 28146",-80.4809359,35.6402478,Rowan-Salisbury Schools,Rowan Co Early College,54.1,B,79,2
800LEA,Rowan-Salisbury Schools,Rowan,Salisbury,"500 North Main Street, Salisbury, NC 28144",-80.4654836,35.6712203,aanomatch,aanomatch,,,,
780396,Rowland Middle,Robeson,Rowland,"408 W Chapel St, Rowland, NC 28383",-79.2965095,34.5405367,Robeson County Schools,Rowland Middle,88.7,D,29.2,4
780398,Rowland Norment Elementary,Robeson,Lumberton,"701 Godwin Ave, Lumberton, NC 28358",-78.9960704,34.6228994,Robeson County Schools,Rowland Norment Elementary,87.5,C,56.1,3
73B000,Roxboro Community School,Person,Roxboro,"115 Lake Drive, Roxboro, NC 27573",-78.9793387,36.3925459,Charter Schools,Roxboro Community School,7.4,B,82.8,1
350339,Royal Elementary,Franklin,Louisburg,"308 Flat Rock Church Road, Louisburg, NC 27549",-78.365797,36.022667,Franklin County Schools,Royal Elementary,73.4,C,49.5,3
130328,Royal Oaks Elementary,Cabarrus,Kannapolis,"608 Dakota Street, Kannapolis, NC 28083",-80.612919,35.4663693,Cabarrus County Schools,Royal Oaks Elementary,48.6,D,36.2,4
810384,R-S Central High School,Rutherford,Rutherfordton,"641 Hwy 221 North, Rutherfordton, NC 28139",-81.9676299,35.4026798,Rutherford County Schools,R-S Central High School,33.5,C,57.1,3
810378,R-S Middle School,Rutherford,Rutherfordton,"545 Charlotte Rd, Rutherfordton, NC 28139",-81.9442103,35.3658404,Rutherford County Schools,R-S Middle School,38,C,59.4,3
450342,Rugby Middle,Henderson,Hendersonville,"3345 Haywood Road, Hendersonville, NC 28791",-82.5144402,35.3585583,Henderson County Schools,Rugby Middle,35.3,B,75.8,2
340504,Rural Hall Elementary,Forsyth,Rural Hall,"275 College Street, Rural Hall, NC 27045",-80.290511,36.241433,Forsyth County Schools,Rural Hall Elementary,60.6,C,50.9,3
120372,Rutherford College Elem,Burke,Rutherford College,"170 Honeycutt Drive, Rutherford College, NC 28671",-81.5234638,35.7545508,aanomatch,aanomatch,,,,
810LEA,Rutherford County Schools,Rutherford,Forest City,"382 West Main Street, Forest City, NC 28043",-81.8723312,35.338613,aanomatch,aanomatch,,,,
810385,Rutherford Early College High School,Rutherford,Spindale,"286 ICC Loop Road, Spindale, NC 28160",-81.9131525,35.3362041,Rutherford County Schools,Rutherford Early College High School,17.5,A,>95,1
810386,Rutherford Opportunity Center,Rutherford,Forest City,"140 Old Caroleen Road, Forest City, NC 28043",-81.8581972,35.3298663,aanomatch,aanomatch,,,,
810388,Rutherfordton Elementary School,Rutherford,Rutherfordton,"201 Bob Hardin Road, Rutherfordton, NC 28139",-81.9730629,35.3345895,Rutherford County Schools,Rutherfordton Elementary School,41.9,B,67.6,2
550360,S Ray Lowder Elementary,Lincoln,Lincolnton,"350 Kennedy Dr, Lincolnton, NC 28092",-81.244483,35.463094,Lincoln County Schools,S Ray Lowder Elementary,46.8,C,53.3,3
70340,S W Snowden Elementary,Beaufort,Aurora,"693 North 7th Street, Aurora, NC 27806",-76.7925358,35.3064178,Beaufort County Schools,S W Snowden Elementary,84.4,C,43.6,3
190310,SAGE Academy,Chatham,Siler City,"501 Martin L King Jr Blvd, Siler City, NC 27344",-79.4594738,35.7295546,aanomatch,aanomatch,,,,
780400,Saint Pauls Elementary,Robeson,Saint Pauls,"222 Martin Luther King Drive, Saint Pauls, NC 28384",-78.9619671,34.8074799,Robeson County Schools,Saint Pauls Elementary,78.4,D,34,4
780401,Saint Pauls High,Robeson,Saint Pauls,"648 North Stage Rd, Saint Pauls, NC 28384",-78.9769109,34.8146935,Robeson County Schools,Saint Pauls High,74.3,C,37.1,4
780403,Saint Pauls Middle,Robeson,Saint Pauls,"526 W Shaw St, Saint Pauls, NC 28384",-78.9760605,34.8115372,Robeson County Schools,Saint Pauls Middle,78.8,D,39.2,4
180372,Saint Stephens Elementary,Catawba,Conover,"684 30th Street NE, Conover, NC 28613",-81.2734772,35.7329893,Catawba County Schools,Saint Stephens Elementary,46.5,C,53.7,3
180376,Saint Stephens High,Catawba,Hickory,"3205 34th Street Drive NE, Hickory, NC 28601",-81.270472,35.774616,Catawba County Schools,Saint Stephens High,46.3,B,62,2
920550,"Salem Elementary, Apex",Wake,Apex,"6116 Old Jenks Road, Apex, NC 27523",-78.8499016,35.7569312,Wake County Schools,Salem Elementary,28.1,C,63.3,2
120374,"Salem Elementary, Morganton",Burke,Morganton,"1329 Salem Road, Morganton, NC 28655",-81.7014946,35.6953031,Burke County Schools,Salem Elementary,52.2,B,68.7,2
920551,Salem Middle,Wake,Apex,"6150 Old Jenks Road, Apex, NC 27523",-78.8479965,35.7583435,Wake County Schools,Salem Middle,21.3,B,75.3,2
820376,Salemburg Elementary,Sampson,Salemburg,"404 E. College Street, Salemburg, NC 28385",-78.4976584,35.0139957,Sampson County Schools,Salemburg Elementary,72.3,C,58.5,3
800396,Salisbury High,Rowan,Salisbury,"500 Lincolnton Rd, Salisbury, NC 28144",-80.4851398,35.6646335,Rowan-Salisbury Schools,Salisbury High,63.8,D,29,4
98A000,Sallie B Howard School,Wilson,Wilson,"1004 Herring Avenue, Wilson, NC 27893",-77.893494,35.730862,Charter Schools,Sallie B Howard School,61.1,B,65.5,2
750320,Saluda Elementary School,Polk,Saluda,"214 E Main Street, Saluda, NC 28773",-82.3449473,35.2357481,Polk County Schools,Saluda Elementary School,30.5,B,84,1
740386,Sam D Bundy Elementary,Pitt,Farmville,"3994 Grimmersburg Street, Farmville, NC 27828",-77.5756502,35.594964,Pitt County Schools,Sam D Bundy Elementary,56.2,C,48.4,3
820LEA,Sampson County Schools,Sampson,Clinton,"437 Rowan Rd, Clinton, NC 28328",-78.2959282,34.9784002,aanomatch,aanomatch,,,,
820324,Sampson Early College High,Sampson,Clinton,"1801 Sunset Ave, Clinton, NC 28329",-78.3599458,34.9904375,Sampson County Schools,Sampson Early College High,54.4,A,95,1
821320,Sampson Middle,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328",-78.333236,34.9736112,Clinton City Schools,Sampson Middle,65.6,D,49.7,3
110408,Sand Hill-Venable Elem,Buncombe,Asheville,"154 Sand Hill School Road, Asheville, NC 28806",-82.63921,35.553844,Buncombe County Schools,Sand Hill-Venable Elem,71.8,C,58.5,3
670341,Sand Ridge Elementary,Onslow,Hubert,"868 Sand Ridge Road, Hubert, NC 28539",-77.2012577,34.6631196,Onslow County Schools,Sand Ridge Elementary,56.2,C,61.1,2
920552,Sanderson High,Wake,Raleigh,"5500 Dixon Drive, Raleigh, NC 27609",-78.646573,35.861061,Wake County Schools,Sanderson High,30.7,B,59.3,3
630324,Sandhills Farm Life Elementary,Moore,Carthage,"2201 Farm Life Rd, Carthage, NC 28327",-79.4036446,35.2803766,Moore County Schools,Sandhills Farm Life Elementary,16.1,C,66.6,2
470443,SandHoke Early College High,Hoke,Raeford,"1110 East Central Avenue, Raeford, NC 28376",-79.205574,34.9773629,Hoke County Schools,SandHoke Early College High,53.7,A,74.1,2
470441,Sandy Grove Elementary,Hoke,Lumber Bridge,"8452 North Old Wire Road, Lumber Bridge, NC 28357",-79.091513,34.9445389,Hoke County Schools,Sandy Grove Elementary,76,C,48.8,3
470442,Sandy Grove Middle,Hoke,Lumber Bridge,"300 Chason Road, Lumber Bridge, NC 28357",-79.0891171,34.9470384,Hoke County Schools,Sandy Grove Middle,60.1,C,55.5,3
320369,"Sandy Ridge Elementary, Durham",Durham,Durham,"1417 Old Oxford Highway, Durham, NC 27704",-78.8714381,36.0577281,Durham Public Schools,Sandy Ridge Elementary,70.5,C,49.8,3
850348,"Sandy Ridge Elementary, Sandy Ridge",Stokes,Sandy Ridge,"1070 Amostown Road, Sandy Ridge, NC 27046",-80.100645,36.499682,Stokes County Schools,Sandy Ridge Elementary,61,B,66.8,2
900353,"Sandy Ridge Elementary, Waxhaw",Union,Waxhaw,"10101 Waxhaw Manor Drive, Waxhaw, NC 28173",-80.8020473,34.9673528,Union County Public Schools,Sandy Ridge Elementary,5.8,A,88.1,1
920554,Sanford Creek Elementary,Wake,Rolesville,"701 Granite Falls Blvd, Rolesville, NC 27571",-78.4611256,35.927457,Wake County Schools,Sanford Creek Elementary,31,C,64,2
530341,SanLee Middle School,Lee,Sanford,"2309 Tramway Rd, Sanford, NC 27332",-79.188447,35.4371297,Lee County Schools,SanLee Middle School,73.5,C,52.7,3
900354,Sardis Elementary,Union,Monroe,"4416 Sardis Church Road, Monroe, NC 28110",-80.620637,35.0708037,Union County Public Schools,Sardis Elementary,62.4,B,70.7,2
140384,Sawmills Elementary,Caldwell,Granite Falls,"4436 Sawmills School Road, Granite Falls, NC 28630",-81.4793026,35.8185499,Caldwell County Schools,Sawmills Elementary,58.2,C,64,2
410533,SCALE School,Guilford,Greensboro,"116 Pisgah Church Road, Greensboro, NC 27455",-79.7919801,36.133606,aanomatch,aanomatch,,,,
111700,School of Inquiry and Life Sciences,Buncombe,Asheville,"419 McDowell Street, Asheville, NC 28803",-82.5517436,35.57262,Asheville City Schools,School of Inquiry and Life Sciences,23.9,A,75.6,2
920556,SCORE Academy,Wake,Cary,"5651 Dillard Dr, Cary, NC 27518",-78.7384472,35.7546682,aanomatch,aanomatch,,,,
830LEA,Scotland County Schools,Scotland,Laurinburg,"322 S Main St, Laurinburg, NC 28352",-79.4620385,34.7745225,aanomatch,aanomatch,,,,
830348,Scotland Early College High,Scotland,Laurinburg,"1700 Dogwood Mile, Laurinburg, NC 28352",-79.4797726,34.7447182,Scotland County Schools,Scotland Early College High,46.6,A,>95,1
830343,Scotland High School,Scotland,Laurinburg,"1000 West Church St, Laurinburg, NC 28352",-79.477823,34.778051,Scotland County Schools,Scotland High School,72.8,C,39.5,4
420316,Scotland Neck Elementary Leadership Acad,Halifax,Scotland Neck,"901 Junior High School Road, Scotland Neck, NC 27874",-77.4281162,36.1269172,Halifax County Schools,Scotland Neck Elementary Leadership Acad,76.6,F,29.8,4
500332,Scotts Creek Elementary,Jackson,Sylva,"516 Parris Branch, Sylva, NC 28779",-83.1777121,35.409624,Jackson County Schools,Scotts Creek Elementary,64.1,C,51,3
490348,Scotts Elementary,Iredell,Statesville,"4743 Taylorsville Hwy, Statesville, NC 28625",-81.01233,35.844344,Iredell-Statesville Schools,Scotts Elementary,62.2,B,64.4,2
920557,Scotts Ridge Elementary,Wake,Apex,"6601 Apex Barbecue Rd, Apex, NC 27502",-78.882987,35.721699,Wake County Schools,Scotts Ridge Elementary,5,B,83.8,1
681330,Scroggs Elementary,Orange,Chapel Hill,"501 Kildaire Rd, Chapel Hill, NC 27516",-79.0684297,35.8791344,Chapel Hill-Carrboro Schools,Scroggs Elementary,26.4,B,76.8,2
470328,Scurlock Elementary,Hoke,Raeford,"775 Rockfish Rd, Raeford, NC 28376",-79.178332,34.986055,Hoke County Schools,Scurlock Elementary,59.4,C,46.2,3
760356,Seagrove Elementary,Randolph,Seagrove,"528 Old Plank Rd, Seagrove, NC 27341",-79.7759957,35.544885,Randolph County Schools,Seagrove Elementary,61.6,C,60.5,2
650395,SEA-Tech,New Hanover,Castle Hayne,"4500 Blue Clay Rd, Castle Hayne, NC 28429",-77.878102,34.3233715,New Hanover County Schools,SEA-Tech,63,B,81,1
681310,Seawell Elementary,Orange,Chapel Hill,"9115 Seawell School Rd, Chapel Hill, NC 27516",-79.0787215,35.9404629,Chapel Hill-Carrboro Schools,Seawell Elementary,24.5,B,80.8,1
410535,Sedalia Elementary,Guilford,Sedalia,"6120 Burlington Road, Sedalia, NC 27342",-79.627148,36.067322,Guilford County Schools,Sedalia Elementary,58.5,C,54.6,3
340508,Sedge Garden Elementary,Forsyth,Kernersville,"475 Sedge Garden Road, Kernersville, NC 27284",-80.1363161,36.0965173,Forsyth County Schools,Sedge Garden Elementary,52.2,C,61.1,2
