code,name,county,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
490364,Troutman Elementary,Iredell,Troutman,"220 S Main St, Troutman, NC 28166",-80.8855979,35.6997305,Iredell-Statesville Schools,42.1,C,58.7,3
60F000,Metrolina Reg Scholars Academy,Mecklenburg,Charlotte,"5225 Seventy-seven Center Dr, Charlotte, NC 28217",-80.8859437,35.168679,Charter Schools,<5,A,>95,1
49B000,American Renaissance School,Iredell,Statesville,"132 East Broad Street, Statesville, NC 28677",-80.8867649,35.7847122,Charter Schools,13.9,B,65.4,2
490337,Lakeshore Elementary,Iredell,Mooresville,"252 Lakeshore School Road, Mooresville, NC 28117",-80.8867743,35.6078912,Iredell-Statesville Schools,15.2,B,68.2,2
490310,Career Academy and Technical School,Iredell,Troutman,"350 Old Murdock Rd, Troutman, NC 28166",-80.887285,35.714622,Iredell-Statesville Schools,6.3,C,43,3
490338,Lakeshore Middle,Iredell,Mooresville,"244 Lakeshore School Drive, Mooresville, NC 28117",-80.8874397,35.6082534,Iredell-Statesville Schools,25,C,64.8,2
600500,Pineville Elementary,Mecklenburg,Pineville,"204 Lowery St, Pineville, NC 28134",-80.8878455,35.0822225,Charlotte-Mecklenburg Schools,58.6,C,62.9,2
970310,C B Eller Elementary School,Wilkes,Elkin,"1288 CB Eller School Rd, Elkin, NC 28621",-80.889261,36.276196,Wilkes County Schools,32.2,B,75,2
600435,Trillium Springs Montessori,Mecklenburg,Huntersville,"9213 Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363,Charlotte-Mecklenburg Schools,25.7,B,70.1,2
600444,Long Creek Elementary,Mecklenburg,Huntersville,"9213-A Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363,Charlotte-Mecklenburg Schools,51.6,C,55.3,3
600316,Barringer Academic Center,Mecklenburg,Charlotte,"1546 Walton Rd, Charlotte, NC 28208",-80.88967,35.211871,Charlotte-Mecklenburg Schools,44.9,C,62.9,2
600311,Ashley Park PreK-8 School,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208",-80.891217,35.232769,Charlotte-Mecklenburg Schools,74.2,D,31.1,4
600496,Phillip O Berry Academy of Technology,Mecklenburg,Charlotte,"1430 Alleghany St, Charlotte, NC 28208",-80.8916489,35.2392789,Charlotte-Mecklenburg Schools,56.3,B,62,2
490354,Statesville High,Iredell,Statesville,"474 N Center St, Statesville, NC 28677",-80.8918139,35.7935193,Iredell-Statesville Schools,62.5,D,27.8,4
490320,Collaborative College for Technology,Iredell,Statesville,"500 West Broad Street, Statesville, NC 28677",-80.893367,35.7830255,Iredell-Statesville Schools,25,A,>95,1
490355,Crossroads Arts Sciences Early College,Iredell,Statesville,"476 N Center St, Statesville, NC 28677",-80.893496,35.7923821,Iredell-Statesville Schools,38,A,92.7,1
600485,Oakdale Elementary,Mecklenburg,Charlotte,"1825 Oakdale Rd, Charlotte, NC 28216",-80.89703,35.300444,Charlotte-Mecklenburg Schools,56.9,D,31.8,4
490336,Lake Norman Elementary,Iredell,Mooresville,"255 Oak Tree Road, Mooresville, NC 28117",-80.8975698,35.5807394,Iredell-Statesville Schools,10.7,B,77.7,2
600532,Waddell Language Academy,Mecklenburg,Charlotte,"7030 Nations Ford Rd, Charlotte, NC 28217",-80.8976702,35.1549965,Charlotte-Mecklenburg Schools,26.9,B,81.4,1
600553,Thomasboro Academy,Mecklenburg,Charlotte,"538 Bradford Dr, Charlotte, NC 28208",-80.8987366,35.2544538,Charlotte-Mecklenburg Schools,67.7,D,30.5,4
490335,Lake Norman High,Iredell,Mooresville,"186 Doolie Road, Mooresville, NC 28117",-80.9027119,35.5964827,Iredell-Statesville Schools,8.5,B,72.1,2
600405,Harding University High,Mecklenburg,Charlotte,"2001 Alleghany St, Charlotte, NC 28208",-80.903264,35.2360718,Charlotte-Mecklenburg Schools,51.7,D,28.4,4
600517,Reid Park Academy,Mecklenburg,Charlotte,"4108 W Tyvola Rd, Charlotte, NC 28208",-80.90523,35.204946,Charlotte-Mecklenburg Schools,78.1,D,43.7,3
600471,Nations Ford Elementary,Mecklenburg,Charlotte,"7050 Nations Ford Rd, Charlotte, NC 28217",-80.9062559,35.1561534,Charlotte-Mecklenburg Schools,46.2,D,43.9,3
600577,Westerly Hills Academy,Mecklenburg,Charlotte,"4420 Denver Ave, Charlotte, NC 28208",-80.9110091,35.2322231,Charlotte-Mecklenburg Schools,72.9,D,41.8,3
600415,Hopewell High,Mecklenburg,Huntersville,"11530 Beatties Ford Rd, Huntersville, NC 28078",-80.9110403,35.3792074,Charlotte-Mecklenburg Schools,42.1,C,54.6,3
490345,N B Mills Elementary,Iredell,Statesville,"1410 Pearl St, Statesville, NC 28677",-80.9112357,35.7881576,Iredell-Statesville Schools,87.9,F,28.2,4
600308,Allenbrook Elementary,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208",-80.9151119,35.261705,Charlotte-Mecklenburg Schools,73.4,F,30.4,4
600515,Renaissance West STEAM Academy,Mecklenburg,Charlotte,"3241 New Renaissance Way, Charlotte, NC 28208",-80.9209172,35.2076074,Charlotte-Mecklenburg Schools,76.1,F,22.4,4
61S000,Unity Classical Charter,Mecklenburg,Charlotte,"1929 W Arrowood Rd, Charlotte, NC 28217",-80.921897,35.1434407,Charter Schools,18.8,C,65.6,2
490390,Woodland Heights Elementary,Iredell,Mooresville,"288 Forest Lake Boulevard, Mooresville, NC 28117",-80.9229339,35.5699008,Iredell-Statesville Schools,7.1,B,76.4,2
600394,Francis Bradley Middle,Mecklenburg,Huntersville,"13345 Beatties Ford Rd, Huntersville, NC 28078",-80.9244892,35.3967056,Charlotte-Mecklenburg Schools,36.7,B,67.3,2
600328,Barnette Elementary,Mecklenburg,Huntersville,"13659 Beatties Ford Rd, Huntersville, NC 28078",-80.925014,35.399592,Charlotte-Mecklenburg Schools,21.8,B,70.4,2
970320,East Wilkes High School,Wilkes,Ronda,"13315 Elkin Hwy 268, Ronda, NC 28670",-80.9275798,36.2268971,Wilkes County Schools,41.3,B,53.7,3
600462,Mountain Island Lake Academy,Mecklenburg,Charlotte,"7905 Pleasant Grove Rd, Charlotte, NC 28216",-80.9284637,35.3080846,Charlotte-Mecklenburg Schools,37.4,C,53.9,3
970322,East Wilkes Middle School,Wilkes,Ronda,"2202 Macedonia Church Road, Ronda, NC 28670",-80.9320924,36.2470078,Wilkes County Schools,30,B,63.3,2
970370,Ronda-Clingman Elementary School,Wilkes,Ronda,"316 Ronda-Clingman School Rd, Ronda, NC 28670",-80.934479,36.205139,Wilkes County Schools,26.5,B,65.7,2
600562,Tuckaseegee Elementary,Mecklenburg,Charlotte,"2028 Little Rock Rd, Charlotte, NC 28214",-80.9419409,35.2497076,Charlotte-Mecklenburg Schools,50.1,D,44.4,3
600351,Coulwood STEM Academy,Mecklenburg,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214",-80.9446695,35.3039568,Charlotte-Mecklenburg Schools,44.3,C,53.3,3
600494,Paw Creek Elementary,Mecklenburg,Charlotte,"1300 Cathey Rd, Charlotte, NC 28214",-80.945291,35.291126,Charlotte-Mecklenburg Schools,50.5,C,51.2,3
600579,West Mecklenburg High,Mecklenburg,Charlotte,"7400 Tuckaseegee Rd, Charlotte, NC 28214",-80.9520921,35.2473959,Charlotte-Mecklenburg Schools,40.5,C,32.1,4
60N000,Aristotle Preparatory Academy,Mecklenburg,Charlotte,"8101 Fallsdale Drive, Charlotte, NC 28214",-80.9523886,35.3054137,Charter Schools,73.5,C,54.3,3
600549,Steele Creek Elementary,Mecklenburg,Charlotte,"4100 Gallant Ln, Charlotte, NC 28273",-80.955699,35.157099,Charlotte-Mecklenburg Schools,68.6,C,54.5,3
600434,Kennedy Middle,Mecklenburg,Charlotte,"4000 Gallant Ln, Charlotte, NC 28273",-80.9558476,35.153574,Charlotte-Mecklenburg Schools,51.4,C,54.8,3
490316,Central Elementary,Iredell,Statesville,"4083 Wilkesboro Hwy, Statesville, NC 28625",-80.9620769,35.927132,Iredell-Statesville Schools,33.8,A,83.3,1
600436,Lake Wylie Elementary,Mecklenburg,Charlotte,"13620 Erwin Rd, Charlotte, NC 28273",-80.9718245,35.1154747,Charlotte-Mecklenburg Schools,60.7,C,58.4,3
490312,Celeste Henkel Elementary,Iredell,Statesville,"1503 Old Mountain Road, Statesville, NC 28677",-80.9756552,35.7551936,Iredell-Statesville Schools,59.8,C,61,2
600590,River Gate Elementary,Mecklenburg,Charlotte,"15340 Smith Rd, Charlotte, NC 28273",-80.9771781,35.0873931,Charlotte-Mecklenburg Schools,42.9,B,65.3,2
600463,River Oaks Academy,Mecklenburg,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,39,D,48.6,3
30308,Glade Creek Elementary,Alleghany,Ennice,"32 Glade Creek Sch Road, Ennice, NC 28623",-80.979231,36.50085,Alleghany County Schools,66.5,B,63.8,2
600369,Berewick Elementary,Mecklenburg,Charlotte,"5910 Dixie River Rd, Charlotte, NC 28278",-80.9795023,35.1731827,Charlotte-Mecklenburg Schools,47.3,C,60.4,2
490384,West Iredell Middle,Iredell,Statesville,"303 Watermelon Rd, Statesville, NC 28677",-80.986266,35.78519,Iredell-Statesville Schools,60.6,C,50.2,3
180368,Sherrills Ford Elementary,Catawba,Sherrills Ford,"8103 Sherrills Ford Road, Sherrills Ford, NC 28673",-80.9878844,35.6215827,Catawba County Schools,26.1,B,75.8,2
600318,Whitewater Academy,Mecklenburg,Charlotte,"11600 White Rapids Rd, Charlotte, NC 28214",-80.9885897,35.2827113,Charlotte-Mecklenburg Schools,49.3,C,50.7,3
36C000,Mountain Island Charter School,Gaston,Mt. Holly,"13440 Lucia-Riverbend Highway, Mt. Holly, NC 28120",-80.9893728,35.3589899,Charter Schools,15,B,77,2
600317,Whitewater Middle,Mecklenburg,Charlotte,"10201 Running Rapids Rd, Charlotte, NC 28214",-80.9900735,35.2830935,Charlotte-Mecklenburg Schools,50.3,C,44.9,3
600319,Berryhill School,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278",-80.990504,35.213002,Charlotte-Mecklenburg Schools,40.7,C,51.2,3
490362,South Iredell High,Iredell,Statesville,"299 Old Mountain Rd, Statesville, NC 28677",-80.9908413,35.7685462,Iredell-Statesville Schools,23,B,61.1,2
600538,Southwest Middle School,Mecklenburg,Charlotte,"13624 Steele Creek Rd, Charlotte, NC 28273",-80.990888,35.107166,Charlotte-Mecklenburg Schools,56.7,C,52,3
490380,West Iredell High,Iredell,Statesville,"213 Warrior Dr, Statesville, NC 28677",-80.9915287,35.7938703,Iredell-Statesville Schools,48.1,C,42.1,3
55A000,Lincoln Charter School,Lincoln,Denver,"7834 Galway Lane, Denver, NC 28037",-80.9977259,35.4866232,Charter Schools,6.9,B,79.1,2
360478,Pinewood Elementary,Gaston,Mount Holly,"1925 N Main Street, Mount Holly, NC 28120",-80.9991778,35.3289038,Gaston County Schools,43.7,C,61.5,2
600588,Winget Park Elementary,Mecklenburg,Charlotte,"12235 Winget Rd, Charlotte, NC 28278",-81.0004442,35.1307437,Charlotte-Mecklenburg Schools,35.2,B,67.5,2
970368,Roaring River Elementary School,Wilkes,Roaring River,"283 White Plains Rd, Roaring River, NC 28669",-81.0033584,36.2079466,Wilkes County Schools,35.1,C,61.7,2
490348,Scotts Elementary,Iredell,Statesville,"4743 Taylorsville Hwy, Statesville, NC 28625",-81.01233,35.844344,Iredell-Statesville Schools,62.2,B,64.4,2
550362,St James Elementary,Lincoln,Denver,"1774 St James Church Road, Denver, NC 28037",-81.0161972,35.4852887,Lincoln County Schools,20.3,B,79.8,2
360482,Ida Rankin Elementary School,Gaston,Mount Holly,"301 W Central Avenue, Mount Holly, NC 28120",-81.020811,35.297308,Gaston County Schools,50.7,B,61.4,2
550314,Catawba Springs Elementary,Lincoln,Denver,"206 North Little Egypt Rd, Denver, NC 28037",-81.0212026,35.455777,Lincoln County Schools,27.4,B,80.9,1
360456,Mount Holly Middle,Gaston,Mount Holly,"124 S Hawthorne Street, Mount Holly, NC 28120",-81.0235327,35.2965751,Gaston County Schools,44.2,C,61.1,2
550320,East Lincoln High,Lincoln,Denver,"6471 Hwy 73, Denver, NC 28037",-81.0247213,35.4551672,Lincoln County Schools,23.7,B,62.5,2
600493,Palisades Park Elementary,Mecklenburg,Charlotte,"15321 York Rd, Charlotte, NC 28278",-81.0260352,35.0934205,Charlotte-Mecklenburg Schools,34,B,78.1,2
970376,Traphill Elementary School,Wilkes,Traphill,"9794 Traphill Rd, Traphill, NC 28685",-81.028789,36.34727,Wilkes County Schools,52.2,C,61.2,2
360348,Catawba Heights Elementary,Gaston,Belmont,"101 Ivey Street, Belmont, NC 28012",-81.0368379,35.2746044,Gaston County Schools,55,C,58.2,3
360494,South Point High,Gaston,Belmont,"906 South Point Road, Belmont, NC 28012",-81.0391507,35.2225744,Gaston County Schools,23.7,B,74.2,2
360324,Belmont Middle,Gaston,Belmont,"110 N Central Avenue, Belmont, NC 28012",-81.0416096,35.2417884,Gaston County Schools,31.1,B,72.3,2
20320,Stony Point Elementary,Alexander,Stony Point,"311 Stony Point School Road, Stony Point, NC 28678",-81.0468615,35.8692561,Alexander County Schools,60.3,C,63.9,2
360468,North Belmont Elementary,Gaston,Belmont,"210 School Street, Belmont, NC 28012",-81.0503492,35.2727225,Gaston County Schools,42.8,C,50.3,3
360320,Belmont Central Elementary,Gaston,Belmont,"310 Eagle Road, Belmont, NC 28012",-81.0505928,35.2408792,Gaston County Schools,27.6,B,75.6,2
490356,Sharon Elementary,Iredell,Statesville,"880 Sharon Sch Rd, Statesville, NC 28677",-81.0604203,35.7706736,Iredell-Statesville Schools,49.1,B,73.4,2
360378,Stuart W Cramer High,Gaston,Belmont,"101 Lakewood Rd, Belmont, NC 28012",-81.063547,35.246313,Gaston County Schools,37.3,B,64.2,2
180324,Catawba Elementary School,Catawba,Catawba,"5415 Hudson Chapel Road, Catawba, NC 28609",-81.072858,35.696428,Catawba County Schools,66.1,C,51,3
360390,East Gaston High,Gaston,Mount Holly,"1744 Lane Road, Mount Holly, NC 28120",-81.0758669,35.3152538,Gaston County Schools,39.3,B,67,2
360448,McAdenville Elementary,Gaston,McAdenville,"275 E Weslyan Drive, McAdenville, NC 28101",-81.0773009,35.2533724,Gaston County Schools,55,C,55.6,3
360464,New Hope Elementary,Gaston,Gastonia,"137 Stowe Road, Gastonia, NC 28056",-81.083196,35.209822,Gaston County Schools,27.3,B,72,2
180308,Bandys High,Catawba,Catawba,"5040 E Bandys Road, Catawba, NC 28609",-81.0856675,35.6446944,Catawba County Schools,30.4,B,69.6,2
360380,Cramerton Middle,Gaston,Cramerton,"601 Cramer Mountain Road, Cramerton, NC 28032",-81.0864172,35.2231811,Gaston County Schools,24.1,B,79.2,2
20316,Hiddenite Elementary,Alexander,Hiddenite,"374 Sulphur Springs Road, Hiddenite, NC 28636",-81.0893554,35.9071151,Alexander County Schools,61,C,54,3
180352,Mill Creek Middle,Catawba,Claremont,"1041 Shiloh Road, Claremont, NC 28610",-81.089823,35.650854,Catawba County Schools,36.5,C,63,2
360440,Lowell Elementary,Gaston,Lowell,"1500 Power Drive, Lowell, NC 28098",-81.0909871,35.2779232,Gaston County Schools,60.3,C,51.6,3
360432,Kiser Elementary,Gaston,Stanley,"311 E College Street, Stanley, NC 28164",-81.0925822,35.3615367,Gaston County Schools,54.9,C,52.7,3
550322,East Lincoln Middle,Lincoln,Iron Station,"4137 Hwy 73, Iron Station, NC 28080",-81.0940048,35.4757956,Lincoln County Schools,30.7,B,72.8,2
970356,North Wilkes High School,Wilkes,Hays,"2986 Traphill Rd, Hays, NC 28635",-81.0983591,36.2824651,Wilkes County Schools,46.6,B,58.9,3
360500,Stanley Middle,Gaston,Stanley,"317 Hovis Road, Stanley, NC 28164",-81.1038389,35.3671999,Gaston County Schools,45.9,B,62.2,2
970312,C C Wright Elementary School,Wilkes,North Wilkesboro,"200 CC Wright School Rd, North Wilkesboro, NC 28659",-81.1052277,36.1380109,Wilkes County Schools,46.9,C,55,3
360426,Holbrook Middle,Gaston,Lowell,"418 S Church Street, Lowell, NC 28098",-81.105982,35.267029,Gaston County Schools,65.3,C,55.8,3
970348,Mountain View Elementary School,Wilkes,Hays,"5464 Mountain View Rd, Hays, NC 28635",-81.1160644,36.2486906,Wilkes County Schools,40.7,C,52.2,3
180364,River Bend Middle,Catawba,Claremont,"4670 Oxford School Road, Claremont, NC 28610",-81.1164184,35.7531112,Catawba County Schools,57.8,C,54.7,3
180320,Bunker Hill High,Catawba,Claremont,"4675 Oxford School Road, Claremont, NC 28610",-81.119349,35.7540054,Catawba County Schools,50,C,47.4,3
550344,North Lincoln High,Lincoln,Lincolnton,"2737 Lee Lawing Road, Lincolnton, NC 28092",-81.1197799,35.5334686,Lincoln County Schools,18.6,B,74.9,2
20306,East Alexander Middle,Alexander,Hiddenite,"1285 White Plains Road, Hiddenite, NC 28636",-81.1199114,35.9295084,Alexander County Schools,53.6,C,57.2,3
550350,North Lincoln Middle,Lincoln,Denver,"1503 Amity Church Road, Denver, NC 28037",-81.1203833,35.5117033,Lincoln County Schools,27.1,B,74.3,2
30304,Alleghany High,Alleghany,Sparta,"404 Trojan Avenue, Sparta, NC 28675",-81.1228223,36.513866,Alleghany County Schools,51.9,B,56.5,3
30320,Sparta Elementary,Alleghany,Sparta,"450 N Main Street, Sparta, NC 28675",-81.1269367,36.5095717,Alleghany County Schools,69.9,C,53.4,3
180304,Balls Creek Elementary,Catawba,Newton,"2620 Balls Creek Road, Newton, NC 28658",-81.127421,35.630981,Catawba County Schools,49.7,B,68.3,2
360310,Ashbrook High,Gaston,Gastonia,"2222 S New Hope Road, Gastonia, NC 28054",-81.1274274,35.2432229,Gaston County Schools,60.7,B,53.4,3
360400,Gardner Park Elementary,Gaston,Gastonia,"738 Armstrong Park Road, Gastonia, NC 28054",-81.1327935,35.2511249,Gaston County Schools,44.5,C,52.4,3
360396,Forestview High,Gaston,Gastonia,"5545 Union Road, Gastonia, NC 28056",-81.1332759,35.1844584,Gaston County Schools,34.1,B,66,2
360510,W A Bess Elementary School,Gaston,Gastonia,"4340 Beaty Road, Gastonia, NC 28056",-81.134369,35.187547,Gaston County Schools,33.3,B,75.6,2
550349,Pumpkin Center Intermediate,Lincoln,Lincolnton,"3980 King Wilkinson Road, Lincolnton, NC 28092",-81.1353201,35.5176518,Lincoln County Schools,36,B,67.7,2
970360,North Wilkesboro Elementary School,Wilkes,North Wilkesboro,"200 Flint Hill Rd, North Wilkesboro, NC 28659",-81.140448,36.178693,Wilkes County Schools,59.8,C,59,3
180332,Claremont Elementary,Catawba,Claremont,"3384 E Main Street, Claremont, NC 28610",-81.1419061,35.7176915,Catawba County Schools,66.7,C,53.9,3
970358,North Wilkes Middle School,Wilkes,North Wilkesboro,"2776 Yellow Banks Road, North Wilkesboro, NC 28659",-81.1498353,36.2631367,Wilkes County Schools,38,C,50.8,3
360340,Brookside Elementary,Gaston,Gastonia,"1925 Auten Rd., Gastonia, NC 28054",-81.1512179,35.2936803,Gaston County Schools,47.4,D,43.2,3
360490,Sherwood Elementary,Gaston,Gastonia,"1744 Dixon Road, Gastonia, NC 28054",-81.1546791,35.2493262,Gaston County Schools,76.1,D,41.4,3
180360,Oxford Elementary,Catawba,Claremont,"5915 Oxford School Road, Claremont, NC 28610",-81.155314,35.772348,Catawba County Schools,64.9,C,54.4,3
360408,W P Grier Middle School,Gaston,Gastonia,"1622 E Garrison Boulevard, Gastonia, NC 28054",-81.155406,35.254199,Gaston County Schools,55.5,D,42.6,3
180326,Charles H Tuttle Elementary,Catawba,Maiden,"2872 Water Plant Road, Maiden, NC 28650",-81.157767,35.588884,Catawba County Schools,47.6,C,64.1,2
360420,Hawks Nest STEAM Academy,Gaston,Gastonia,"3430 Robinwood Rd, Gastonia, NC 28054",-81.1618294,35.2151864,Gaston County Schools,27.9,B,78.4,2
360488,Robinson Elementary,Gaston,Gastonia,"3122 S Union Road, Gastonia, NC 28056",-81.162942,35.213131,Gaston County Schools,49.2,C,59.3,3
970390,Wilkes Central High School,Wilkes,Wilkesboro,"1179 Moravian Falls Rd, Wilkesboro, NC 28697",-81.1756953,36.1159631,Wilkes County Schools,45.3,C,48.7,3
970392,Wilkesboro Elementary School,Wilkes,Wilkesboro,"1248 School St, Wilkesboro, NC 28697",-81.176487,36.13371,Wilkes County Schools,32.5,B,62.4,2
970315,Central Wilkes Middle School,Wilkes,Moravian Falls,"3541 South NC Hwy 16, Moravian Falls, NC 28654",-81.1772475,36.0940357,Wilkes County Schools,40.6,C,59.9,3
360470,North Gaston High,Gaston,Dallas,"1133 Ratchford Road, Dallas, NC 28034",-81.1774991,35.334336,Gaston County Schools,49.5,C,48.1,3
970352,Mulberry Elementary School,Wilkes,North Wilkesboro,"190 Mulberry School Rd, North Wilkesboro, NC 28659",-81.1789055,36.2364154,Wilkes County Schools,48.2,B,67,2
360520,Woodhill Elementary,Gaston,Gastonia,"1027 Woodhill Drive, Gastonia, NC 28052",-81.180546,35.278935,Gaston County Schools,70.2,D,34.3,4
36B000,Piedmont Community Charter School,Gaston,Gastonia,"119 E. 2nd Avenue, Gastonia, NC 28052",-81.1806115,35.2602083,Charter Schools,18.3,B,73.7,2
20303,Alexander Early College,Alexander,Taylorsville,"230 Industrial Blvd, Taylorsville, NC 28681",-81.1815586,35.910777,Alexander County Schools,27.5,A,87.3,1
970340,Moravian Falls Elementary School,Wilkes,Moravian Falls,"2001 Moravian Falls Rd, Moravian Falls, NC 28654",-81.1821781,36.0982128,Wilkes County Schools,48.3,B,76,2
970393,Wilkes Early College High School,Wilkes,Wilkesboro,"1328 S Collegiate Dr, Wilkesboro, NC 28697",-81.1827759,36.137136,Wilkes County Schools,27.9,A,>95,1
20328,Taylorsville Elementary,Alexander,Taylorsville,"100 7th Street SW, Taylorsville, NC 28681",-81.1828707,35.9203895,Alexander County Schools,42.2,B,75.8,2
360514,W C Friday Middle School,Gaston,Dallas,"1221 Ratchford Drive, Dallas, NC 28034",-81.182979,35.333801,Gaston County Schools,53.7,C,57.3,3
360344,Carr Elementary,Gaston,Dallas,"307 S Pine St, Dallas, NC 28034",-81.1835776,35.3128577,Gaston County Schools,47.8,C,58.7,3
360550,Gaston Virtual Academy,Gaston,Gastonia,"366 W Garrison Blvd, Gastonia, NC 28052",-81.1876466,35.2538046,Gaston County Schools,<5,C,55.1,3
20302,Alexander Central High,Alexander,Taylorsville,"223 School Drive, Taylorsville, NC 28681",-81.1893043,35.9167533,Alexander County Schools,38.3,B,52.7,3
550356,Rock Springs Elementary,Lincoln,Denver,"3633 Hwy 16 N, Denver, NC 28037",-81.1899478,35.8728181,Lincoln County Schools,16.1,A,83.7,1
360418,Highland Sch of Technology,Gaston,Gastonia,"1600 N Morris Street, Gastonia, NC 28052",-81.190608,35.280457,Gaston County Schools,24.7,A,>95,1
360337,Gaston Early College High School,Gaston,Dallas,"Gaston College Lena Sue Beam Bldg, 201 Hwy 321 South, Dallas, NC 28034",-81.1911586,35.3096148,Gaston County Schools,36.4,A,>95,1
20324,Sugar Loaf Elementary,Alexander,Taylorsville,"3600 NC Hwy 16N, Taylorsville, NC 28681",-81.1915002,35.9708229,Alexander County Schools,42.1,B,72.5,2
360438,Lingerfeldt Elementary,Gaston,Gastonia,"1601 Madison Street, Gastonia, NC 28052",-81.1923648,35.2407278,Gaston County Schools,72.8,D,29.8,4
360526,York Chester Middle,Gaston,Gastonia,"601 S Clay Street, Gastonia, NC 28052",-81.192534,35.255431,Gaston County Schools,60.9,D,45.5,3
180343,Lyle Creek Elementary,Catawba,Conover,"1845 Edgewater Drive NW, Conover, NC 28613",-81.1996372,35.7487555,Catawba County Schools,64.2,C,55.5,3
182322,Shuford Elementary,Catawba,Conover,"810 Hunsucker Drive, Conover, NC 28613",-81.2001538,35.72035,Newton Conover City Schools,53.5,B,77.3,2
360492,H H Beam Elementary,Gaston,Gastonia,"200 Davis Park Road, Gastonia, NC 28052",-81.202048,35.2231519,Gaston County Schools,63.2,D,33.4,4
360480,Pleasant Ridge Elementary,Gaston,Gastonia,"1260 Floyd Lane, Gastonia, NC 28052",-81.2057571,35.2502441,Gaston County Schools,48.1,D,50.7,3
360428,Hunter Huss High,Gaston,Gastonia,"1518 Edgefield Avenue, Gastonia, NC 28052",-81.2058749,35.2406312,Gaston County Schools,71.2,C,37.6,4
360498,Southwest Middle,Gaston,Gastonia,"1 Roadrunner Drive, Gastonia, NC 28052",-81.2076442,35.231141,Gaston County Schools,49.2,C,50.7,3
180344,Maiden Elementary,Catawba,Maiden,"201 N Main Avenue, Maiden, NC 28650",-81.210933,35.578302,Catawba County Schools,59.1,C,60.1,2
180346,Maiden Middle School,Catawba,Maiden,"518 North C Avenue, Maiden, NC 28650",-81.218239,35.581241,Catawba County Schools,44.4,C,59,3
182328,North Newton Elementary,Catawba,Newton,"221 West 26th St, Newton, NC 28658",-81.221793,35.688814,Newton Conover City Schools,73.6,D,43.3,3
182700,Discovery High School,Catawba,Newton,"301 West 18th St, Newton, NC 28658",-81.2223326,35.6798213,Newton Conover City Schools,18.6,A,91.2,1
180348,Maiden High,Catawba,Maiden,"600 West Main Street, Maiden, NC 28650",-81.2241723,35.5798238,Catawba County Schools,37.6,B,56.8,3
182316,Newton-Conover High,Catawba,Newton,"338 W 15th Street, Newton, NC 28658",-81.225474,35.679071,Newton Conover City Schools,53.7,B,53.1,3
182321,Newton-Conover Middle,Catawba,Conover,"873 Northern Dr NW, Conover, NC 28613",-81.225744,35.730874,Newton Conover City Schools,59.2,C,56,3
360376,Costner Elementary,Gaston,Dallas,"353 Old 277 Loop Hwy, Dallas, NC 28034",-81.2275186,35.3273173,Gaston County Schools,49.5,C,55.8,3
182324,South Newton Elementary,Catawba,Newton,"306 West I Street, Newton, NC 28658",-81.2288834,35.654275,Newton Conover City Schools,73,C,55.2,3
550316,GE Massey Elementary,Lincoln,Lincolnton,"130 Newbold St, Lincolnton, NC 28092",-81.2373406,35.4783423,Lincoln County Schools,73.2,C,58.2,3
970389,West Wilkes Middle School,Wilkes,Wilkesboro,"1677 North NC Hwy 16, Wilkesboro, NC 28697",-81.2411836,36.1694871,Wilkes County Schools,36.4,B,64.2,2
20332,Wittenburg Elementary,Alexander,Taylorsville,"7300 Church Road, Taylorsville, NC 28681",-81.2413853,35.8273613,Alexander County Schools,44.3,B,69.5,2
970337,Millers Creek Elementary School,Wilkes,Millers Creek,"4320 North NC Hwy 16, Millers Creek, NC 28651",-81.2437256,36.2069166,Wilkes County Schools,39.5,C,60.4,2
550360,S Ray Lowder Elementary,Lincoln,Lincolnton,"350 Kennedy Dr, Lincolnton, NC 28092",-81.244483,35.463094,Lincoln County Schools,46.8,C,53.3,3
360352,Chapel Grove Elementary,Gaston,Gastonia,"5201 Lewis Road, Gastonia, NC 28052",-81.2491912,35.2076813,Gaston County Schools,50.5,C,46.2,3
180388,Webb A Murray Elementary,Catawba,Hickory,"3901 Section House Road, Hickory, NC 28601",-81.2510228,35.7393959,Catawba County Schools,77.5,C,52.2,3
360392,Edward D Sadler Jr Elementary School,Gaston,Gastonia,"3950 West Franklin Boulevard, Gastonia, NC 28052",-81.2595319,35.258803,Gaston County Schools,64.3,D,42.2,3
970388,West Wilkes High School,Wilkes,Millers Creek,"6598 Boone Trail, Millers Creek, NC 28651",-81.2596211,36.1858833,Wilkes County Schools,36.3,B,57.7,3
550332,Lincolnton High,Lincoln,Lincolnton,"803 N Aspen St, Lincolnton, NC 28092",-81.260353,35.47962,Lincoln County Schools,60.5,C,53.8,3
